,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-25816000.0,-33473000.0,-31021000.0,-31669000.0,
Net Income From Continuing Operation Net Minority Interest,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Reconciled Depreciation,7702000.0,8146000.0,7879000.0,7439000.0,
Reconciled Cost Of Revenue,16529000.0,17839000.0,647000.0,77000.0,
EBITDA,-25816000.0,-33473000.0,-31021000.0,-31669000.0,
EBIT,-33518000.0,-41619000.0,-38900000.0,-39108000.0,
Net Interest Income,-723000.0,-2489000.0,-1372000.0,-1532000.0,
Interest Expense,,2488000.0,1372000.0,1532000.0,2554000.0
Normalized Income,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Net Income From Continuing And Discontinued Operation,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Total Expenses,36106000.0,44734000.0,45254000.0,40899000.0,
Total Operating Income As Reported,-33518000.0,-41619000.0,-38900000.0,-39108000.0,
Diluted Average Shares,,5725346.0,3656671.0,1778368.0,1053468.0
Basic Average Shares,,5725346.0,3656671.0,1778368.0,1053468.0
Diluted EPS,,-6.975294,-7.347421,-22.777005,-35.793541
Basic EPS,,-6.975294,-7.347421,-22.777005,-35.793541
Diluted NI Availto Com Stockholders,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Net Income Common Stockholders,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Minority Interests,0.0,0.0,,,
Net Income Including Noncontrolling Interests,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Net Income Continuous Operations,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Tax Provision,0.0,0.0,,,
Pretax Income,-34241000.0,-44108000.0,-40272000.0,-40640000.0,
Net Non Operating Interest Income Expense,-723000.0,-2489000.0,-1372000.0,-1532000.0,
Interest Expense Non Operating,,2488000.0,1372000.0,1532000.0,2554000.0
Operating Income,-33518000.0,-41619000.0,-38900000.0,-39108000.0,
Operating Expense,19577000.0,26895000.0,44607000.0,40822000.0,
Other Operating Expenses,453000.0,16686000.0,17905000.0,15153000.0,
Depreciation And Amortization In Income Statement,,8146000.0,7879000.0,7439000.0,5474000.0
Depreciation Income Statement,,8146000.0,7879000.0,7439000.0,5474000.0
Research And Development,4512000.0,5142000.0,,,
Selling General And Administration,19154000.0,22175000.0,17905000.0,15153000.0,
Selling And Marketing Expense,12609000.0,15377000.0,,,
General And Administrative Expense,6545000.0,6798000.0,17905000.0,15153000.0,
Gross Profit,-13941000.0,-14724000.0,5707000.0,1714000.0,
Cost Of Revenue,16529000.0,17839000.0,647000.0,77000.0,
Total Revenue,2588000.0,3115000.0,6354000.0,1791000.0,
Operating Revenue,2588000.0,3115000.0,6354000.0,1791000.0,
